datetime,speed
2024-06-26 00:00:00,28.27335562199302
2024-06-26 00:30:00,19.81771959221519
2024-06-26 01:00:00,17.34939547864359
2024-06-26 01:30:00,32.28725237118014
2024-06-26 02:00:00,21.66408111709118
2024-06-26 02:30:00,29.846185855786604
2024-06-26 03:00:00,27.650488383071078
2024-06-26 03:30:00,30.193928804379645
2024-06-26 04:00:00,34.967441667206586
2024-06-26 04:30:00,26.370584201659202
2024-06-26 05:00:00,29.104487709454652
2024-06-26 05:30:00,28.664701042591552
2024-06-26 06:00:00,25.84702726157905
2024-06-26 06:30:00,28.21310251912184
2024-06-26 07:00:00,22.398076685169645
2024-06-26 07:30:00,16.513665478925546
2024-06-26 08:00:00,10.848524153856781
2024-06-26 08:30:00,9.598715721986288
2024-06-26 09:00:00,15.834470252849552
2024-06-26 09:30:00,16.110036444740455
2024-06-26 10:00:00,20.818749700484503
2024-06-26 10:30:00,27.555624533926963
2024-06-26 11:00:00,16.86902983165997
2024-06-26 11:30:00,21.122116705145825
2024-06-26 12:00:00,19.858580031236414
2024-06-26 12:30:00,16.447747268248076
2024-06-26 13:00:00,21.359425122081614
2024-06-26 13:30:00,22.867609451608253
2024-06-26 14:00:00,20.08739328700029
2024-06-26 14:30:00,15.726918207969675
2024-06-26 15:00:00,15.723033519945268
2024-06-26 15:30:00,20.042088019850024
2024-06-26 16:00:00,17.842141195979575
2024-06-26 16:30:00,15.205301846605945
2024-06-26 17:00:00,15.363885321483608
2024-06-26 17:30:00,20.47054198830351
2024-06-26 18:00:00,13.291448879078297
2024-06-26 18:30:00,16.374188789999224
2024-06-26 19:00:00,13.064995388435097
2024-06-26 19:30:00,20.727281196413934
2024-06-26 20:00:00,22.353736342639415
2024-06-26 20:30:00,18.267018229057562
2024-06-26 21:00:00,23.909103501265417
2024-06-26 21:30:00,17.328856792191225
2024-06-26 22:00:00,27.38386359186204
2024-06-26 22:30:00,25.8531893480908
2024-06-26 23:00:00,29.204371878657813
2024-06-26 23:30:00,27.77355778592912
